Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,Under 1 year,0,11,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,5-14 years,0,,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,15-24 years,0,10,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,25-34 years,0,18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,35-44 years,0,40,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,45-54 years,0,73,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,55-64 years,,227,21,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,65-74 years,,375,29,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,75-84 years,,559,50,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female,85 years and over,,"1,001",79,0,,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Female Total,"Female, all ages",21,"2,326",190,,17,224,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nebraska,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Nebraska Total,All sexes,All Ages,42,"4,520",350,10,27,409,
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,Under 1 year,0,14,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,5-14 years,0,10,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,15-24 years,0,64,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,25-34 years,0,104,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,35-44 years,,161,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,45-54 years,,267,23,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,55-64 years,16,612,52,13,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,65-74 years,38,985,100,30,,113,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,75-84 years,30,"1,068",99,21,,116,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male,85 years and over,19,796,69,17,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Male Total,"Male, all ages",115,"4,085",357,89,20,403,
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,Under 1 year,0,12,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,15-24 years,0,22,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,25-34 years,,44,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,35-44 years,,67,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,45-54 years,,160,17,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,55-64 years,10,402,36,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,65-74 years,22,703,78,18,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,75-84 years,27,836,91,26,,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female,85 years and over,17,980,55,12,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Nevada,Female Total,"Female, all ages",84,"3,233",284,70,17,315,
05/13/2020,02/01/2020,05/09/2020,Nevada,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Nevada Total,All sexes,All Ages,199,"7,318",641,159,37,718,
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,15-24 years,,17,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,25-34 years,0,52,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,35-44 years,0,48,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,45-54 years,,115,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,55-64 years,,243,18,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,65-74 years,,418,31,,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,75-84 years,19,446,35,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male,85 years and over,26,502,45,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Male Total,"Male, all ages",61,"1,851",139,20,12,191,
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,25-34 years,0,28,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,35-44 years,0,31,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,45-54 years,0,75,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,55-64 years,,188,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,65-74 years,,295,22,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,75-84 years,10,419,41,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female,85 years and over,33,782,49,,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Female Total,"Female, all ages",51,"1,833",125,11,18,183,
05/13/2020,02/01/2020,05/09/2020,New Hampshire,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New Hampshire Total,All sexes,All Ages,112,"3,684",264,31,30,374,
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,Under 1 year,0,43,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,1-4 years,0,10,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,15-24 years,,104,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,25-34 years,40,309,25,22,0,43,
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,35-44 years,87,467,71,48,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,45-54 years,261,"1,009",178,129,,317,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,55-64 years,598,"2,220",445,308,,742,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,65-74 years,776,"3,146",611,392,11,"1,005",
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,75-84 years,"1,022","3,954",804,522,20,"1,321",
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male,85 years and over,999,"4,435",892,528,17,"1,380",
05/13/2020,02/01/2020,05/09/2020,New Jersey,Male Total,"Male, all ages","3,785","15,705","3,027","1,950",63,"4,921",
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,Under 1 year,0,41,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,15-24 years,,35,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,25-34 years,14,138,14,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,35-44 years,30,201,22,14,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,45-54 years,83,486,66,40,,110,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,55-64 years,255,"1,241",201,133,,327,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,65-74 years,471,"2,155",361,235,,600,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,75-84 years,859,"3,771",689,435,12,"1,124",
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female,85 years and over,"1,503","7,511","1,162",685,21,"2,000",
05/13/2020,02/01/2020,05/09/2020,New Jersey,Female Total,"Female, all ages","3,216","15,587","2,518","1,551",49,"4,226",
05/13/2020,02/01/2020,05/09/2020,New Jersey,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New Jersey Total,All sexes,All Ages,"7,001","31,292","5,545","3,501",112,"9,147",
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,15-24 years,0,35,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,25-34 years,,93,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,35-44 years,,144,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,45-54 years,,172,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,55-64 years,,397,30,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,65-74 years,,505,28,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,75-84 years,10,649,53,,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male,85 years and over,20,592,49,,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Male Total,"Male, all ages",55,"2,602",186,27,14,228,
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,Under 1 year,0,10,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,15-24 years,0,13,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,25-34 years,0,35,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,35-44 years,,69,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,45-54 years,0,104,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,55-64 years,,231,22,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,65-74 years,,407,35,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,75-84 years,12,560,48,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female,85 years and over,28,856,54,11,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New Mexico,Female Total,"Female, all ages",50,"2,292",170,22,13,211,
05/13/2020,02/01/2020,05/09/2020,New Mexico,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New Mexico Total,All sexes,All Ages,105,"4,894",356,49,27,439,
05/13/2020,02/01/2020,05/09/2020,New York,Male,Under 1 year,0,68,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New York,Male,1-4 years,0,13,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Male,5-14 years,0,15,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Male,15-24 years,,144,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Male,25-34 years,23,387,18,12,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Male,35-44 years,76,492,45,33,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Male,45-54 years,225,"1,029",166,114,,282,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Male,55-64 years,518,"2,503",447,278,15,701,
05/13/2020,02/01/2020,05/09/2020,New York,Male,65-74 years,836,"3,849",737,428,25,"1,168",
05/13/2020,02/01/2020,05/09/2020,New York,Male,75-84 years,968,"4,652",913,505,24,"1,398",
05/13/2020,02/01/2020,05/09/2020,New York,Male,85 years and over,961,"5,533","1,054",493,27,"1,546",
05/13/2020,02/01/2020,05/09/2020,New York,Male Total,"Male, all ages","3,612","18,685","3,387","1,866",102,"5,227",
05/13/2020,02/01/2020,05/09/2020,New York,Female,Under 1 year,0,59,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New York,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Female,5-14 years,0,17,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Female,15-24 years,,64,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Female,25-34 years,10,160,,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Female,35-44 years,26,257,21,15,0,32,
05/13/2020,02/01/2020,05/09/2020,New York,Female,45-54 years,66,547,57,27,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York,Female,55-64 years,245,"1,600",242,130,13,369,
05/13/2020,02/01/2020,05/09/2020,New York,Female,65-74 years,452,"2,804",466,248,11,681,
05/13/2020,02/01/2020,05/09/2020,New York,Female,75-84 years,793,"4,349",740,414,19,"1,138",
05/13/2020,02/01/2020,05/09/2020,New York,Female,85 years and over,"1,445","8,864","1,346",671,42,"2,156",
05/13/2020,02/01/2020,05/09/2020,New York,Female Total,"Female, all ages","3,039","18,726","2,883","1,509",94,"4,499",
05/13/2020,02/01/2020,05/09/2020,New York,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York Total,All sexes,All Ages,"6,651","37,413","6,270","3,375",196,"9,726",
05/13/2020,02/01/2020,05/09/2020,New York City,Male,Under 1 year,0,56,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,New York City,Male,1-4 years,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Male,5-14 years,,18,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Male,15-24 years,16,107,,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Male,25-34 years,80,328,38,28,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Male,35-44 years,273,679,106,78,22,306,
05/13/2020,02/01/2020,05/09/2020,New York City,Male,45-54 years,713,"1,506",325,247,67,795,
05/13/2020,02/01/2020,05/09/2020,New York City,Male,55-64 years,"1,571","3,292",771,578,144,"1,778",
05/13/2020,02/01/2020,05/09/2020,New York City,Male,65-74 years,"2,313","4,699","1,177",885,135,"2,610",
05/13/2020,02/01/2020,05/09/2020,New York City,Male,75-84 years,"2,230","4,931","1,221",883,100,"2,577",
05/13/2020,02/01/2020,05/09/2020,New York City,Male,85 years and over,"1,524","4,310",919,600,73,"1,856",
05/13/2020,02/01/2020,05/09/2020,New York City,Male Total,"Male, all ages","8,725","19,935","4,565","3,304",553,"10,038",
05/13/2020,02/01/2020,05/09/2020,New York City,Female,Under 1 year,,44,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Female,1-4 years,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Female,5-14 years,,13,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Female,15-24 years,,42,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Female,25-34 years,39,152,19,12,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Female,35-44 years,87,267,36,23,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City,Female,45-54 years,263,670,123,90,31,299,
05/13/2020,02/01/2020,05/09/2020,New York City,Female,55-64 years,705,"1,694",360,268,67,809,
05/13/2020,02/01/2020,05/09/2020,New York City,Female,65-74 years,"1,217","2,966",637,453,86,"1,417",
05/13/2020,02/01/2020,05/09/2020,New York City,Female,75-84 years,"1,612","4,126",909,624,85,"1,916",
05/13/2020,02/01/2020,05/09/2020,New York City,Female,85 years and over,"1,951","6,937","1,121",714,87,"2,383",
05/13/2020,02/01/2020,05/09/2020,New York City,Female Total,"Female, all ages","5,880","16,917","3,211","2,186",367,"6,982",
05/13/2020,02/01/2020,05/09/2020,New York City,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,New York City Total,All sexes,All Ages,"14,605","36,853","7,776","5,490",920,"17,020",
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,Under 1 year,0,57,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,5-14 years,0,10,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,15-24 years,0,122,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,25-34 years,0,203,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,35-44 years,0,294,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,45-54 years,,468,26,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,55-64 years,,"1,118",58,0,25,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,65-74 years,,"1,795",120,,16,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,75-84 years,,"1,957",118,,12,133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male,85 years and over,,"1,606",127,0,13,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Male Total,"Male, all ages",16,"7,639",458,,81,549,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,Under 1 year,0,43,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,5-14 years,0,16,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,15-24 years,0,49,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
